1711531763.618238,230,84,114
1711531763.684746,230,83,111
1711531763.751137,232,84,110
1711531763.817530,231,84,111
1711531763.883934,230,84,111
1711531763.950423,232,83,111
1711531764.016897,230,84,111
1711531764.083355,231,84,106
1711531764.149765,230,84,110
1711531764.216213,230,83,110
1711531764.282594,231,84,111
1711531764.348980,230,83,111
1711531764.415379,230,85,110
1711531764.481804,231,85,111
1711531764.548310,231,83,115
1711531764.614809,231,82,111
1711531764.681341,231,84,113
1711531764.747813,232,84,111
1711531764.814267,230,84,111
1711531764.880675,232,84,111
1711531764.947138,229,84,111
1711531765.013599,230,83,110
1711531765.080031,231,82,106
1711531765.146410,230,84,110
1711531765.212801,230,84,108
1711531765.279182,230,85,110
1711531765.345562,232,82,112
1711531765.411952,231,83,111
1711531765.478335,232,84,111
1711531765.544814,231,83,110
1711531765.612210,231,84,110
1711531765.678668,231,85,110
1711531765.745063,231,84,111
1711531765.811458,231,83,109
1711531765.877859,231,84,109
1711531765.944317,229,84,112
1711531766.010849,231,83,107
1711531766.077253,231,85,107
1711531766.143665,231,84,110
1711531766.210069,231,83,110
1711531766.276458,231,85,111
1711531766.342842,231,85,111
1711531766.409230,231,83,112
1711531766.475617,231,85,110
1711531766.542048,231,83,111
1711531766.608565,231,85,114
1711531766.675030,231,84,110
1711531766.741424,230,84,111
1711531766.807829,232,85,111
1711531766.874275,232,83,109
1711531766.940750,230,84,114
1711531767.007211,230,83,110
1711531767.073611,230,85,107
1711531767.139997,231,84,107
1711531767.206413,230,84,110
1711531767.272800,230,84,109
1711531767.339225,229,84,111
1711531767.405662,231,83,110
1711531767.472118,231,84,111
1711531767.538516,231,86,110
1711531767.604927,230,84,109
1711531767.671381,231,83,111
1711531767.737774,232,84,111
1711531767.804169,229,83,110
1711531767.870580,230,85,110
1711531767.937036,229,83,108
1711531768.003492,232,84,109
1711531768.069933,230,84,106
1711531768.136331,231,85,111
1711531768.202724,230,83,110
1711531768.269114,232,84,110
1711531768.335495,232,84,109
1711531768.401882,230,85,111
1711531768.468277,230,84,110
1711531768.534674,230,85,108
1711531768.601097,231,85,110
1711531768.667613,231,84,109
1711531768.734097,231,82,110
1711531768.800583,230,84,110
1711531768.867091,231,84,109
1711531768.933654,230,82,109
1711531769.000248,232,85,109
1711531769.068360,231,84,107
1711531769.136431,230,84,111
1711531769.202966,231,84,113
1711531769.269464,231,84,113
1711531769.335911,231,83,110
1711531769.402313,231,83,109
1711531769.468748,231,84,108
1711531769.535140,231,85,111
1711531769.601533,230,84,110
1711531769.667923,230,84,110
1711531769.734317,231,84,109
1711531769.800723,230,84,109
1711531769.867130,229,85,111
1711531769.933588,231,85,111
1711531770.000051,229,83,110
1711531770.066485,232,84,106
1711531770.132871,230,84,108
1711531770.199274,230,84,111
1711531770.265687,230,83,112
1711531770.332140,230,85,111
1711531770.398539,231,84,110
1711531770.464947,231,83,109
1711531770.531372,230,84,111
1711531770.597777,229,85,111
1711531770.664171,230,84,110
1711531770.730558,230,84,109
1711531770.796949,230,83,110
1711531770.863351,230,83,111
1711531770.929805,231,84,111
1711531770.996263,231,83,110
1711531771.062707,230,83,106
1711531771.129094,231,84,110
1711531771.195494,230,84,111
1711531771.261885,231,84,112
1711531771.328270,230,85,110
1711531771.394658,230,84,111
1711531771.461054,231,83,110
1711531771.527475,231,84,115
1711531771.593971,230,84,110
1711531771.660429,231,83,110
1711531771.726818,230,84,110
1711531771.793216,233,84,111
1711531771.859678,231,84,110
1711531771.926139,232,84,110
1711531771.992604,232,85,110
1711531772.059051,231,85,111
1711531772.125434,230,84,107
1711531772.191822,230,85,110
1711531772.258230,230,85,111
1711531772.324648,230,84,111
1711531772.391073,231,83,111
1711531772.457484,231,84,111
1711531772.523883,231,83,109
1711531772.590286,230,85,111
1711531772.656752,231,84,110
1711531772.723150,230,85,110
1711531772.789536,230,85,110
1711531772.855945,231,85,109
1711531772.922390,232,84,110
1711531772.988849,231,84,112
1711531773.055304,231,84,107
1711531773.121687,231,82,107
1711531773.188074,231,84,111
1711531773.254477,231,83,111
1711531773.320857,231,84,111
1711531773.387239,232,84,111
1711531773.453719,230,84,111
1711531773.520113,232,83,110
1711531773.586498,231,84,109
1711531773.652900,229,84,109
1711531773.719285,229,84,111
1711531773.785667,230,83,110
1711531773.852077,232,85,109
1711531773.918508,230,84,109
1711531773.984909,231,84,109
1711531774.051356,231,84,107
1711531774.117738,230,85,111
1711531774.184174,230,83,111
1711531774.250594,231,83,110
1711531774.317093,231,83,109
1711531774.383572,231,84,110
1711531774.450077,231,83,110
1711531774.516564,230,84,110
1711531774.583041,231,83,110
1711531774.649569,232,84,109
1711531774.716053,231,84,110
1711531774.782529,231,84,110
1711531774.849023,231,84,111
1711531774.915518,230,84,111
1711531774.982086,230,84,109
1711531775.048637,230,84,110
1711531775.115135,229,85,105
1711531775.181627,231,85,110
1711531775.248138,231,84,109
1711531775.314611,230,84,111
1711531775.381090,230,84,110
1711531775.447613,232,85,112
1711531775.514188,230,83,110
1711531775.580687,230,83,110
1711531775.647216,230,84,111
1711531775.713705,231,84,109
1711531775.780181,230,84,111
1711531775.846672,231,84,111
1711531775.913187,230,85,108
1711531775.979750,230,84,113
1711531776.046312,232,84,107
1711531776.112844,231,84,107
1711531776.179427,231,83,108
1711531776.245907,230,85,109
1711531776.312400,231,84,110
1711531776.378879,231,84,108
1711531776.445388,230,84,110
1711531776.511907,230,85,109
1711531776.578525,231,85,114
1711531776.645068,232,85,115
1711531776.711518,229,84,109
1711531776.777913,230,82,110
1711531776.844362,231,84,111
1711531776.910781,231,85,111
1711531776.977239,231,84,110
1711531777.043686,231,83,106
1711531777.110070,230,84,108
1711531777.176456,231,84,110
1711531777.242858,232,84,110
1711531777.309285,231,83,111
1711531777.375724,230,85,110
1711531777.442137,229,84,111
1711531777.508542,231,84,110
1711531777.574986,231,84,110
1711531777.641411,231,84,110
1711531777.707915,232,84,114
1711531777.774385,230,83,112
1711531777.840834,233,73,117
1711531777.907239,236,53,128
1711531777.973703,234,58,127
1711531778.040151,234,66,127
1711531778.106536,236,71,123
1711531778.173015,236,76,126
1711531778.239417,244,80,120
1711531778.305794,253,79,119
1711531778.372179,256,79,118
1711531778.438581,260,74,120
1711531778.504971,266,77,117
1711531778.571355,269,73,115
1711531778.637751,276,72,114
1711531778.704135,279,73,114
1711531778.770520,278,66,120
1711531778.836911,272,56,130
1711531778.903310,267,52,134
1711531778.969773,261,50,143
1711531779.036261,256,57,139
1711531779.102716,252,59,139
1711531779.169103,248,66,143
1711531779.235502,244,70,140
1711531779.301881,238,77,141
1711531779.368263,239,80,137
1711531779.434664,231,83,139
1711531779.501064,222,87,143
1711531779.567460,218,82,145
1711531779.633853,218,80,147
1711531779.700237,223,82,144
1711531779.766637,232,83,138
1711531779.833081,240,83,136
1711531779.899480,245,83,132
1711531779.965941,253,83,126
1711531780.032390,261,82,118
1711531780.098777,270,81,115
1711531780.165165,272,76,118
1711531780.231563,275,70,119
1711531780.297942,279,69,117
1711531780.364325,279,64,119
1711531780.430722,282,64,119
1711531780.497124,287,58,119
1711531780.563546,286,51,121
1711531780.629945,292,47,117
1711531780.696332,295,44,120
1711531780.762729,292,39,123
1711531780.829120,291,36,123
1711531780.895522,295,31,123
1711531780.961975,295,32,121
1711531781.028419,300,32,118
1711531781.094826,300,36,112
1711531781.161283,307,42,108
1711531781.227694,309,42,106
1711531781.294084,317,23,108
1711531781.360467,323,-19,118
1711531781.426865,325,-58,124
1711531781.493311,323,-104,128
1711531781.559893,315,-165,131
1711531781.626414,283,-227,122
1711531781.692986,253,-262,118
1711531781.759479,227,-286,119
1711531781.825997,193,-303,121
1711531781.892574,153,-313,124
1711531781.959142,114,-320,128
1711531782.025752,60,-326,125
1711531782.092319,12,-316,122
1711531782.158818,-22,-303,126
1711531782.225325,-32,-298,127
1711531782.292285,-40,-291,130
1711531782.358886,-60,-282,128
1711531782.425459,-66,-273,131
1711531782.492040,-59,-272,136
1711531782.558516,-71,-258,137
1711531782.625046,-81,-246,140
1711531782.691580,-84,-235,144
1711531782.758053,-82,-216,154
1711531782.824547,-110,-200,148
1711531782.891038,-123,-168,151
1711531782.957604,-121,-133,161
1711531783.024164,-109,-94,168
1711531783.090626,-84,-41,177
1711531783.157096,-75,-6,178
1711531783.223595,-54,25,177
1711531783.290058,-54,25,177
1711531783.356525,-42,55,169
1711531783.423054,-22,84,161
1711531783.489683,0,113,149
1711531783.556192,45,133,145
1711531783.622715,83,141,137
1711531783.689228,119,144,130
1711531783.755709,153,137,127
1711531783.822217,182,130,124
1711531783.888827,203,123,124
1711531783.955398,223,114,119
1711531784.021951,238,100,122
1711531784.088461,239,87,127
1711531784.154934,241,73,137
1711531784.221428,243,68,141
1711531784.287904,239,68,141
1711531784.354364,231,71,144
1711531784.420846,232,76,140
1711531784.487334,241,83,130
1711531784.553799,258,85,120
1711531784.620265,283,79,104
1711531784.686744,308,65,93
1711531784.753219,327,45,87
1711531784.819695,346,17,82
1711531784.886180,360,-21,80
1711531784.952781,367,-65,80
1711531785.019343,364,-102,84
1711531785.085881,357,-127,87
1711531785.152377,348,-149,93
1711531785.218880,339,-169,99
1711531785.285323,328,-184,101
1711531785.351794,320,-197,103
1711531785.418279,313,-203,106
1711531785.484810,302,-214,110
1711531785.551307,288,-223,116
1711531785.617793,265,-232,125
1711531785.684304,242,-237,137
1711531785.750782,216,-252,142
1711531785.817277,162,-271,153
1711531785.883854,105,-292,149
1711531785.950420,37,-305,141
1711531786.016966,-29,-302,123
1711531786.083480,-74,-285,116
1711531786.149950,-107,-257,118
1711531786.216425,-107,-257,118
1711531786.282912,-127,-230,122
1711531786.349375,-155,-187,121
1711531786.415858,-174,-137,119
1711531786.482386,-186,-79,114
1711531786.548872,-184,-36,109
1711531786.615421,-179,-12,108
1711531786.681909,-176,8,106
1711531786.748353,-176,13,103
1711531786.814759,-171,29,102
1711531786.881211,-163,42,102
1711531786.947668,-161,65,90
1711531787.014136,-163,71,85
1711531787.080578,-154,91,75
1711531787.146960,-137,112,73
1711531787.213353,-108,138,74
1711531787.279748,-78,165,66
1711531787.346189,-55,179,63
1711531787.412625,-12,200,54
1711531787.479022,32,211,48
1711531787.545405,64,225,28
1711531787.611784,85,232,13
1711531787.678187,82,231,11
1711531787.744640,74,232,12
1711531787.811020,52,229,16
1711531787.877419,18,219,28
1711531787.943875,-16,206,37
1711531788.010334,-45,195,42
1711531788.076798,-81,161,68
1711531788.143244,-100,130,91
1711531788.209631,-104,132,84
1711531788.276020,-117,129,74
1711531788.342397,-128,127,68
1711531788.408784,-138,122,63
1711531788.475173,-143,119,61
1711531788.541555,-155,105,63
1711531788.607937,-167,79,71
1711531788.674325,-173,40,92
1711531788.740726,-178,7,104
1711531788.807108,-189,-47,106
1711531788.873502,-187,-98,112
1711531788.951697,-173,-150,122
1711531789.018275,-135,-201,128
1711531789.084745,-78,-249,140
1711531789.151129,-9,-281,149
1711531789.217515,83,-290,154
1711531789.283897,160,-275,154
1711531789.350277,231,-232,151
1711531789.416664,280,-183,145
1711531789.483067,280,-183,145
1711531789.549501,310,-139,133
1711531789.615891,331,-91,122
1711531789.682282,345,-62,108
1711531789.748668,353,-48,99
1711531789.815047,350,-35,100
1711531789.881445,344,-19,100
1711531789.947903,340,-6,102
1711531790.014366,331,12,104
1711531790.080813,320,21,105
1711531790.147194,311,30,110
1711531790.213578,302,47,111
1711531790.279967,285,79,106
1711531790.346344,273,97,102
1711531790.412729,259,111,102
1711531790.479137,233,128,105
1711531790.545541,210,140,106
1711531790.611926,182,147,111
1711531790.678318,157,152,115
1711531790.744723,129,152,120
1711531790.811101,115,152,124
1711531790.877494,110,153,124
1711531790.943943,100,151,128
1711531791.010398,100,152,126
1711531791.076856,106,149,126
1711531791.143313,88,153,125
1711531791.209768,43,164,113
1711531791.276170,-16,158,105
1711531791.342551,-72,135,102
1711531791.408938,-123,84,110
1711531791.475327,-159,6,124
1711531791.541724,-161,-87,141
1711531791.608222,-145,-160,139
1711531791.674783,-103,-224,141
1711531791.741273,-79,-258,136
1711531791.807770,-69,-276,130
1711531791.874329,-51,-291,125
1711531791.940907,-37,-303,120
1711531792.007439,-19,-312,114
1711531792.074027,-11,-313,118
1711531792.140504,27,-311,131
1711531792.208511,51,-313,133
1711531792.276563,84,-313,137
1711531792.344644,99,-314,135
1711531792.412742,115,-311,134
1711531792.480768,126,-315,130
1711531792.548809,127,-315,129
1711531792.616881,127,-318,127
1711531792.684921,130,-320,125
1711531792.752991,137,-318,126
1711531792.820997,143,-315,126
1711531792.889062,151,-317,122
1711531792.957331,165,-309,129
1711531793.025403,173,-304,121
1711531793.093510,176,-304,121
1711531793.161511,186,-298,127
1711531793.229536,194,-299,121
1711531793.297542,198,-308,113
1711531793.365538,218,-316,95
1711531793.433559,254,-323,62
1711531793.501593,279,-328,34
1711531793.569587,290,-332,13
1711531793.637603,304,-337,-16
1711531793.705613,314,-334,-39
1711531793.773616,325,-334,-70
1711531793.840114,326,-336,-95
1711531793.906607,326,-336,-95
1711531793.973179,327,-338,-125
1711531794.039738,323,-339,-144
1711531794.106227,322,-336,-157
1711531794.172795,326,-333,-162
1711531794.239285,325,-334,-166
1711531794.305773,322,-331,-186
1711531794.372215,321,-319,-211
1711531794.438701,322,-302,-239
1711531794.505177,325,-283,-256
1711531794.571670,337,-256,-273
1711531794.638164,344,-205,-302
1711531794.704645,337,-166,-326
1711531794.771116,327,-133,-344
1711531794.837624,309,-89,-362
1711531794.904118,297,-56,-368
1711531794.970680,287,-20,-368
1711531795.037229,281,20,-359
1711531795.103716,280,42,-353
1711531795.170218,284,69,-332
1711531795.236707,300,82,-312
1711531795.303181,303,97,-299
1711531795.369700,303,115,-280
1711531795.436216,307,122,-274
1711531795.502714,306,110,-286
1711531795.569273,303,86,-307
1711531795.635788,304,44,-334
1711531795.702296,306,-25,-357
1711531795.768774,312,-114,-355
1711531795.835282,317,-186,-335
1711531795.901778,330,-246,-290
1711531795.968343,340,-290,-230
1711531796.034890,354,-309,-161
1711531796.101374,357,-309,-89
1711531796.167853,352,-294,-20
1711531796.234344,346,-270,31
1711531796.300843,340,-240,74
1711531796.367320,338,-203,101
1711531796.433810,339,-168,115
1711531796.500337,347,-143,114
1711531796.566945,345,-128,122
1711531796.633493,336,-123,136
1711531796.699945,322,-103,145
1711531796.767836,305,-69,155
1711531796.834238,305,-16,152
1711531796.900684,299,-16,152
1711531796.967140,296,27,139
1711531797.033586,308,45,122
1711531797.099977,332,50,96
1711531797.166376,338,67,78
1711531797.232841,344,82,60
1711531797.299281,343,106,33
1711531797.365708,336,128,11
1711531797.432114,335,149,-22
1711531797.498509,341,156,-79
1711531797.564895,347,154,-116
1711531797.631287,346,149,-153
1711531797.697722,349,136,-179
1711531797.764171,349,127,-203
1711531797.830568,350,114,-226
1711531797.896967,349,100,-242
1711531797.963424,343,88,-262
1711531798.029882,341,69,-279
1711531798.096293,336,48,-303
1711531798.162672,339,14,-314
1711531798.229054,339,-28,-328
1711531798.295445,339,-85,-334
1711531798.361825,343,-144,-325
1711531798.428211,348,-194,-304
1711531798.494612,345,-241,-278
1711531798.560991,344,-276,-244
1711531798.627372,345,-303,-200
1711531798.693765,344,-320,-162
1711531798.760150,339,-329,-139
1711531798.826534,334,-336,-108
1711531798.892944,330,-337,-71
1711531798.959394,331,-322,-26
1711531799.025847,331,-288,34
1711531799.092260,327,-250,77
1711531799.158639,328,-214,103
1711531799.225025,327,-188,120
1711531799.291423,323,-161,133
1711531799.357801,324,-144,135
1711531799.424188,322,-134,142
1711531799.490590,335,-131,131
1711531799.556971,350,-124,116
1711531799.623355,350,-124,116
1711531799.689751,369,-107,99
1711531799.756136,370,-90,96
1711531799.822518,369,-68,97
1711531799.888923,368,-46,95
1711531799.955380,360,-21,99
1711531800.021864,365,8,85
1711531800.088301,363,36,68
1711531800.154704,358,66,55
1711531800.221176,356,92,35
1711531800.287794,356,116,2
1711531800.354224,357,132,-34
1711531800.420674,352,145,-74
1711531800.487131,347,152,-98
1711531800.553566,347,151,-117
1711531800.619971,349,149,-134
1711531800.686371,343,150,-152
1711531800.752768,345,144,-171
1711531800.819156,344,139,-188
1711531800.885564,340,130,-215
1711531800.952022,340,114,-239
1711531801.018474,349,91,-252
1711531801.084924,352,59,-280
1711531801.151304,353,29,-294
1711531801.217688,355,-18,-311
1711531801.284085,370,-74,-306
1711531801.350467,381,-134,-288
1711531801.416896,382,-163,-277
1711531801.483413,377,-174,-283
1711531801.549928,368,-174,-285
1711531801.616527,364,-169,-300
1711531801.683014,359,-165,-306
1711531801.749530,355,-159,-313
1711531801.816102,346,-146,-326
1711531801.882659,336,-120,-337
1711531801.949202,326,-87,-350
1711531802.015739,311,-38,-358
1711531802.082295,300,12,-353
1711531802.148770,294,52,-335
1711531802.215252,298,80,-316
1711531802.281785,299,102,-296
1711531802.348329,304,119,-280
1711531802.414867,304,133,-263
1711531802.481413,303,133,-263
1711531802.547887,302,149,-243
1711531802.614371,292,169,-224
1711531802.680907,277,192,-194
1711531802.747450,272,198,-190
1711531802.813928,271,205,-172
1711531802.880444,277,208,-138
1711531802.946974,284,204,-84
1711531803.013475,299,191,-49
1711531803.080054,310,171,-19
1711531803.146530,322,145,12
1711531803.213020,328,113,53
1711531803.279521,335,66,84
1711531803.346022,338,33,99
1711531803.412467,337,-3,117
1711531803.478978,331,-31,129
1711531803.545458,320,-73,143
1711531803.611935,306,-123,152
1711531803.678442,298,-176,145
1711531803.744924,289,-239,122
1711531803.811427,276,-289,93
1711531803.877944,274,-320,64
1711531803.944509,268,-340,39
1711531804.011008,274,-350,13
1711531804.077593,278,-356,-8
1711531804.144068,284,-357,-18
1711531804.210546,278,-359,-13
1711531804.277042,271,-359,-5
1711531804.343511,263,-351,20
1711531804.409986,240,-345,50
1711531804.476476,221,-340,73
1711531804.542977,199,-332,91
1711531804.609460,175,-324,111
1711531804.675965,164,-309,127
1711531804.742445,143,-311,131
1711531804.808924,131,-315,131
1711531804.875437,127,-312,133
1711531804.941966,118,-317,132
1711531805.008468,108,-319,130
1711531805.075022,105,-321,127
1711531805.141509,112,-322,127
1711531805.208016,117,-323,125
1711531805.274547,124,-321,128
1711531805.341019,124,-321,128
1711531805.407496,133,-314,131
1711531805.474007,140,-305,138
1711531805.540568,160,-281,149
1711531805.607070,188,-234,167
1711531805.673575,234,-165,174
1711531805.740083,275,-88,159
1711531805.806563,310,-24,128
1711531805.873054,329,34,87
1711531805.939779,333,83,45
1711531806.006326,331,118,7
1711531806.072913,315,149,-25
1711531806.139397,301,171,-58
1711531806.205906,297,180,-88
1711531806.272507,288,185,-125
1711531806.339057,281,187,-152
1711531806.405535,273,189,-172
1711531806.471998,269,187,-192
1711531806.538513,264,184,-209
1711531806.605072,271,174,-218
1711531806.671609,268,170,-229
1711531806.738078,269,166,-238
1711531806.804475,263,159,-255
1711531806.870911,248,155,-276
1711531806.937321,211,147,-306
1711531807.003781,173,139,-329
1711531807.070229,122,135,-347
1711531807.136615,82,133,-347
1711531807.202995,39,127,-349
1711531807.269386,6,123,-342
1711531807.335809,-27,116,-336
1711531807.402235,-41,117,-332
1711531807.468628,-52,121,-320
1711531807.535029,-72,130,-303
1711531807.601475,-94,141,-273
1711531807.667880,-104,148,-256
1711531807.734330,-113,156,-237
1711531807.800714,-115,164,-221
1711531807.867099,-123,164,-203
1711531807.933498,-132,163,-191
1711531807.999966,-148,161,-161
1711531808.066414,-158,158,-143
1711531808.132800,-168,152,-113
1711531808.199178,-168,152,-113
1711531808.265563,-174,141,-58
1711531808.331942,-161,128,10
1711531808.398321,-133,102,79
1711531808.464724,-79,77,136
1711531808.531105,-4,64,171
1711531808.597484,72,57,184
1711531808.663864,134,62,176
1711531808.730240,194,57,165
1711531808.796617,233,58,146
1711531808.862996,270,62,126
1711531808.929390,294,59,109
1711531808.995847,311,58,94
1711531809.062296,318,66,77
1711531809.128679,324,74,65
1711531809.195060,327,79,63
1711531809.261469,334,88,49
1711531809.327921,339,91,33
1711531809.394309,339,97,27
1711531809.460716,339,99,23
1711531809.527102,340,102,18
1711531809.593480,347,100,7
1711531809.659860,349,108,-11
1711531809.726238,345,134,-61
1711531809.792616,334,150,-109
1711531809.858996,321,157,-163
1711531809.925393,303,158,-204
1711531809.991850,294,156,-222
1711531810.058300,289,154,-239
1711531810.124686,283,152,-247
1711531810.191067,268,150,-263
1711531810.257455,241,146,-288
1711531810.323833,185,148,-317
1711531810.390210,140,137,-339
1711531810.456598,97,129,-349
1711531810.523018,49,117,-356
1711531810.589400,13,108,-356
1711531810.655790,-38,102,-343
1711531810.722170,-82,90,-328
1711531810.788546,-115,80,-316
1711531810.856417,-123,78,-308
1711531810.922812,-143,79,-290
1711531810.989272,-143,79,-290
1711531811.055720,-160,89,-264
1711531811.122105,-175,102,-233
1711531811.188488,-183,114,-195
1711531811.254870,-193,120,-158
1711531811.321252,-198,118,-138
1711531811.387643,-200,118,-118
1711531811.454026,-199,121,-99
1711531811.520461,-199,121,-90
1711531811.586987,-205,110,-49
1711531811.653464,-202,86,6
1711531811.719978,-177,41,86
1711531811.786478,-112,6,154
1711531811.853021,-46,-5,186
1711531811.919524,34,-7,204
1711531811.986094,88,4,204
1711531812.052645,126,12,194
1711531812.119120,173,7,188
1711531812.185587,193,-22,193
1711531812.252092,205,-48,191
1711531812.318679,209,-67,194
1711531812.385179,217,-100,189
1711531812.451678,214,-144,187
1711531812.518181,214,-185,179
1711531812.585228,210,-223,167
1711531812.651809,198,-268,149
1711531812.718338,190,-301,128
1711531812.784854,183,-320,114
1711531812.851333,179,-326,110
1711531812.917829,174,-325,113
1711531812.984403,167,-332,108
1711531813.050960,157,-332,108
1711531813.117470,143,-334,111
1711531813.183943,141,-333,114
1711531813.250417,149,-323,123
1711531813.316906,161,-301,138
1711531813.383375,174,-295,140
1711531813.449867,180,-294,139
1711531813.516364,179,-297,135
1711531813.582922,191,-295,133
1711531813.649415,220,-283,128
1711531813.715911,232,-271,129
1711531813.782377,207,-280,135
1711531813.848863,207,-280,135
1711531813.915365,180,-288,138
1711531813.981941,158,-300,139
1711531814.048496,123,-310,136
1711531814.115013,76,-310,137
1711531814.181481,30,-299,145
1711531814.247978,1,-284,149
1711531814.314457,-30,-260,157
1711531814.380926,-73,-225,157
1711531814.447400,-106,-194,153
1711531814.513903,-149,-141,140
1711531814.580371,-192,-52,104
1711531814.646839,-208,76,11
